"UF","id","Name","Ps","Pi","Pr","Pt","Lon","Lat"
"MA","2101939","Bernardo do Mearim","5938","0","0","5938","-44.764","-4.584"
"MA","2101970","Boa Vista do Gurupi","9164","0","0","9164","-46.303","-1.788"
"MA","2102002","Bom Jardim","40898","0","0","40898","-45.994","-3.565"
"MA","2102036","Bom Jesus das Selvas","33615","0","0","33615","-46.765","-4.42"
"MA","2102077","Bom Lugar","16041","0","0","16041","-45.039","-4.22"
"MA","2102101","Brejo","35799","0","0","35799","-42.75","-3.684"
"MA","2102150","Brejo de Areia","10444","0","0","10444","-45.581","-4.334"
"MA","2102200","Buriti","28170","0","0","28170","-42.925","-3.942"
"MA","2102309","Buriti Bravo","23437","0","0","23437","-43.834","-5.837"
"MA","2102325","Buriticupu","71227","0","0","71227","-46.401","-4.346"
"MA","2102358","Buritirana","15142","0","0","15142","-47.018","-5.593"
"MA","2102374","Cachoeira Grande","8877","1","0","8878","-44.058","-2.927"
"MA","2102408","Cajapió","10974","1","0","10975","-44.675","-2.881"
"MA","2102507","Cajari","19030","0","0","19030","-45.011","-3.321"
"MA","2102556","Campestre do Maranhão","14127","0","0","14127","-47.364","-6.172"
"MA","2102606","Cândido Mendes","19827","0","0","19827","-45.717","-1.447"
"MA","2102705","Cantanhede","21616","1","0","21617","-44.377","-3.633"
"MA","2102754","Capinzal do Norte","10716","0","0","10716","-44.327","-4.728"
"MA","2102804","Carolina","23833","0","0","23833","-47.469","-7.333"
"MA","2102903","Carutapera","23404","0","0","23404","-46.02","-1.195"
"MA","2103000","Caxias","161924","2","0","161926","-43.356","-4.859"
"MA","2103109","Cedral","10473","0","0","10473","-44.536","-2"
"MA","2103125","Central do Maranhão","8534","0","0","8534","-44.826","-2.199"
"MA","2103158","Centro do Guilherme","13295","0","0","13295","-46.002","-2.369"
"MA","2103174","Centro Novo do Maranhão","21300","0","0","21300","-46.128","-2.107"
"MA","2103208","Chapadinha","78347","1","0","78348","-43.36","-3.742"
"MA","2103257","Cidelândia","14446","0","0","14446","-47.782","-5.174"
"MA","2103307","Codó","120548","0","0","120548","-43.886","-4.455"
"MA","2103406","Coelho Neto","48546","0","0","48546","-43.013","-4.257"
"MA","2103505","Colinas","40426","1","0","40427","-44.249","-6.026"
"MA","2103554","Conceição do Lago-Açu","15995","0","0","15995","-44.893","-3.834"
"MA","2103604","Coroatá","64123","0","0","64123","-44.124","-4.13"
"MA","2103703","Cururupu","30805","0","0","30805","-44.868","-1.828"
"MA","2103752","Davinópolis","12656","0","0","12656","-47.426","-5.558"
"MA","2103802","Dom Pedro","22897","0","0","22897","-44.436","-5.033"
"MA","2103901","Duque Bacelar","11148","0","0","11148","-42.944","-4.156"
"MA","2104008","Esperantinópolis","16833","0","0","16833","-44.688","-4.883"
"MA","2104057","Estreito","41397","0","0","41397","-47.451","-6.561"
"MA","2104073","Feira Nova do Maranhão","8347","0","0","8347","-46.686","-6.96"
"MA","2104081","Fernando Falcão","10204","0","0","10204","-44.893","-6.152"
"MA","2104099","Formosa da Serra Negra","18793","0","0","18793","-46.191","-6.435"
"MA","2104107","Fortaleza dos Nogueiras","12390","0","0","12390","-46.177","-6.964"
"MA","2104206","Fortuna","15251","0","0","15251","-44.158","-5.733"
"MA","2104305","Godofredo Viana","11654","0","0","11654","-45.78","-1.403"
"MA","2104404","Gonçalves Dias","17583","0","0","17583","-44.299","-5.151"
"MA","2104503","Governador Archer","10648","0","0","10648","-44.271","-5.022"
"MA","2104552","Governador Edison Lobão","18042","0","0","18042","-47.361","-5.749"
"MA","2104602","Governador Eugênio Barros","16522","0","0","16522","-44.247","-5.323"
"MA","2104628","Governador Luiz Rocha","7668","0","0","7668","-44.074","-5.469"
"MA","2104651","Governador Newton Bello","9965","0","0","9965","-45.676","-3.426"
"MA","2104677","Governador Nunes Freire","25052","0","0","25052","-45.885","-2.126"
"MA","2104701","Graça Aranha","6138","0","0","6138","-44.334","-5.41"
"MA","2104800","Grajaú","68458","0","0","68458","-46.139","-5.819"
"MA","2104909","Guimarães","11776","0","0","11776","-44.601","-2.133"
"MA","2105005","Humberto de Campos","28252","0","0","28252","-43.461","-2.598"
"MA","2105104","Icatu","26651","0","0","26651","-44.066","-2.776"
"MA","2105153","Igarapé do Meio","13968","0","0","13968","-45.227","-3.661"
"MA","2105203","Igarapé Grande","11718","0","0","11718","-44.853","-4.585"
"MA","2105302","Imperatriz","253861","12","0","253873","-47.476","-5.526"
"MA","2105351","Itaipava do Grajaú","15817","0","0","15817","-45.791","-5.145"
"MA","2105401","Itapecuru Mirim","67104","0","0","67104","-44.359","-3.393"
"MA","2105427","Itinga do Maranhão","25518","0","0","25518","-47.526","-4.45"
"MA","2105450","Jatobá","10027","0","0","10027","-44.223","-5.817"
"MA","2105476","Jenipapo dos Vieiras","16226","0","0","16226","-45.636","-5.371"
"MA","2105500","João Lisboa","23133","0","0","23133","-47.401","-5.448"
"MA","2105609","Joselândia","15861","0","0","15861","-44.7","-4.967"
"MA","2105658","Junco do Maranhão","3330","0","0","3330","-46.092","-1.844"
"MA","2105708","Lago da Pedra","49440","0","0","49440","-45.132","-4.57"
"MA","2105807","Lago do Junco","10638","0","0","10638","-45.049","-4.609"
"MA","2105906","Lago Verde","15962","0","0","15962","-44.822","-3.957"
"MA","2105922","Lagoa do Mato","11034","0","0","11034","-43.526","-6.047"
"MA","2105948","Lago dos Rodrigues","8689","0","0","8689","-44.98","-4.609"
"MA","2105963","Lagoa Grande do Maranhão","11202","0","0","11202","-45.33","-4.813"
"MA","2105989","Lajeado Novo","7427","0","0","7427","-47.035","-6.189"
"MA","2106003","Lima Campos","11670","0","0","11670","-44.467","-4.52"
"MA","2106102","Loreto","11943","0","0","11943","-45.141","-7.084"
"MA","2106201","Luís Domingues","6829","0","0","6829","-45.873","-1.268"
"MA","2106300","Magalhães de Almeida","19532","0","0","19532","-42.204","-3.396"
"MA","2106326","Maracaçumé","21063","0","0","21063","-45.959","-2.043"
"MA","2106359","Marajá do Sena","7630","0","0","7630","-45.577","-4.599"
"MA","2106375","Maranhãozinho","16062","0","0","16062","-45.851","-2.241"
"MA","2106409","Mata Roma","16567","0","0","16567","-43.111","-3.625"
"MA","2106508","Matinha","22962","0","0","22962","-45.034","-3.101"
"MA","2106607","Matões","33188","0","0","33188","-43.199","-5.519"
"MA","2106631","Matões do Norte","16552","0","0","16552","-44.556","-3.632"
"MA","2106672","Milagres do Maranhão","8306","0","0","8306","-42.609","-3.581"
"MA","2106706","Mirador","20605","0","0","20605","-44.363","-6.371"
"MA","2106755","Miranda do Norte","27999","0","0","27999","-44.584","-3.569"
"MA","2106805","Mirinzal","14689","1","0","14690","-44.784","-2.065"
"MA","2106904","Monção","32884","0","0","32884","-45.251","-3.492"
"MA","2107001","Montes Altos","8955","0","0","8955","-47.067","-5.831"
"MA","2107100","Morros","19116","0","0","19116","-44.039","-2.864"
"MA","2107209","Nina Rodrigues","14259","0","0","14259","-43.905","-3.466"
"MA","2107258","Nova Colinas","5298","0","0","5298","-46.257","-7.116"
"MA","2107308","Nova Iorque","4589","0","0","4589","-44.044","-6.734"
"MA","2107357","Nova Olinda do Maranhão","20588","0","0","20588","-45.695","-2.847"
"MA","2107407","Olho d'Água das Cunhãs","19145","0","0","19145","-45.12","-4.139"
"MA","2107456","Olinda Nova do Maranhão","14474","0","0","14474","-44.997","-2.998"
"MA","2107506","Paço do Lumiar","119899","16","0","119915","-44.108","-2.532"
"MA","2107605","Palmeirândia","19359","0","0","19359","-44.895","-2.645"
"MA","2107704","Paraibano","21008","0","0","21008","-43.984","-6.433"
"MA","2107803","Parnarama","34265","0","0","34265","-43.093","-5.682"
"MA","2107902","Passagem Franca","18699","0","0","18699","-43.784","-6.18"
"MA","2108009","Pastos Bons","19140","0","0","19140","-44.077","-6.602"
"MA","2108058","Paulino Neves","15779","0","0","15779","-42.533","-2.719"
"MA","2108108","Paulo Ramos","20635","0","0","20635","-45.239","-4.445"
"MA","2108207","Pedreiras","38433","0","0","38433","-44.597","-4.574"
"MA","2108256","Pedro do Rosário","24748","0","0","24748","-45.349","-2.973"
"MA","2108306","Penalva","37833","0","0","37833","-45.174","-3.294"
"MA","2108405","Peri Mirim","14048","0","0","14048","-44.854","-2.578"
"MA","2108454","Peritoró","22818","0","0","22818","-44.333","-4.383"
"MA","2108504","Pindaré-Mirim","32348","0","0","32348","-45.343","-3.608"
"MA","2108603","Pinheiro","81924","0","0","81924","-45.083","-2.521"
"MA","2108702","Pio XII","21007","0","0","21007","-45.17","-3.894"
"MA","2108801","Pirapemas","18302","0","0","18302","-44.223","-3.727"
"MA","2108900","Poção de Pedras","17384","0","0","17384","-44.943","-4.746"
"MA","2109007","Porto Franco","23511","0","0","23511","-47.399","-6.338"
"MA","2109056","Porto Rico do Maranhão","5847","0","0","5847","-44.605","-1.893"
"MA","2109106","Presidente Dutra","46970","0","0","46970","-44.49","-5.29"
"MA","2109205","Presidente Juscelino","12532","0","0","12532","-44.065","-2.928"
"MA","2109239","Presidente Médici","6902","0","0","6902","-45.82","-2.387"
"MA","2109270","Presidente Sarney","18615","0","0","18615","-45.364","-2.591"
"MA","2109304","Presidente Vargas","11391","0","0","11391","-44.024","-3.407"
"MA","2109403","Primeira Cruz","15068","0","0","15068","-43.438","-2.51"
"MA","2109452","Raposa","30301","3","0","30304","-44.103","-2.423"
"MA","2109502","Riachão","19771","0","0","19771","-46.617","-7.362"
"MA","2109551","Ribamar Fiquene","7652","0","0","7652","-47.384","-5.93"
"MA","2109601","Rosário","42016","0","0","42016","-44.235","-2.934"
"MA","2109700","Sambaíba","5561","0","0","5561","-45.346","-7.14"
"MA","2109759","Santa Filomena do Maranhão","7645","0","0","7645","-44.561","-5.501"
"MA","2109809","Santa Helena","41466","0","0","41466","-45.3","-2.231"
"MA","2109908","Santa Inês","83758","1","0","83759","-45.38","-3.667"
"MA","2110005","Santa Luzia","71329","0","0","71329","-45.69","-4.069"
"MA","2110039","Santa Luzia do Paruá","24810","0","0","24810","-45.773","-2.629"
"MA","2110104","Santa Quitéria do Maranhão","25192","0","0","25192","-42.547","-3.516"
"MA","2110203","Santa Rita","36554","2","0","36556","-44.326","-3.144"
"MA","2110237","Santana do Maranhão","13199","0","0","13199","-42.412","-3.116"
"MA","2110278","Santo Amaro do Maranhão","15623","0","0","15623","-43.254","-2.5"
"MA","2110302","Santo Antônio dos Lopes","14237","0","0","14237","-44.36","-4.869"
"MA","2110401","São Benedito do Rio Preto","18318","1","0","18319","-43.528","-3.334"
"MA","2110500","São Bento","45560","0","0","45560","-44.821","-2.696"
"MA","2110609","São Bernardo","28020","0","0","28020","-42.418","-3.361"
"MA","2110658","São Domingos do Azeitão","7259","0","0","7259","-44.645","-6.81"
"MA","2110708","São Domingos do Maranhão","33699","0","0","33699","-44.385","-5.576"
"MA","2110807","São Félix de Balsas","4484","0","0","4484","-44.813","-7.083"
"MA","2110856","São Francisco do Brejão","11633","0","0","11633","-47.386","-5.123"
"MA","2110906","São Francisco do Maranhão","11971","0","0","11971","-42.857","-6.251"
"MA","2111003","São João Batista","20272","0","0","20272","-44.807","-2.955"
"MA","2111029","São João do Carú","15483","0","0","15483","-46.256","-3.554"
"MA","2111052","São João do Paraíso","10963","0","0","10963","-47.058","-6.461"
"MA","2111078","São João do Soter","18225","0","0","18225","-43.81","-5.114"
"MA","2111102","São João dos Patos","25448","0","0","25448","-43.702","-6.495"
"MA","2111201","São José de Ribamar","175973","35","0","176008","-44.054","-2.562"
"MA","2111250","São José dos Basílios","7489","0","0","7489","-44.584","-5.051"
"MA","2111300","São Luís","1082543","392","0","1082935","-44.303","-2.53"
"MA","2111409","São Luís Gonzaga do Maranhão","18421","0","0","18421","-44.67","-4.38"
"MA","2111508","São Mateus do Maranhão","40791","0","0","40791","-44.47","-4.04"
"MA","2111532","São Pedro da Água Branca","12461","0","0","12461","-48.429","-5.085"
"MA","2111573","São Pedro dos Crentes","4583","0","0","4583","-46.532","-6.826"
"MA","2111607","São Raimundo das Mangabeiras","18548","0","0","18548","-45.481","-7.022"
"MA","2111631","São Raimundo do Doca Bezerra","5082","0","0","5082","-45.077","-5.105"
"MA","2111672","São Roberto","6620","0","0","6620","-44.991","-5.021"
"MA","2111706","São Vicente Ferrer","20800","0","0","20800","-44.88","-2.894"
"MA","2111722","Satubinha","13727","0","0","13727","-45.238","-4.039"
"MA","2111748","Senador Alexandre Costa","10955","0","0","10955","-44.056","-5.256"
"MA","2111763","Senador La Rocque","13975","0","0","13975","-47.291","-5.443"
"MA","2111789","Serrano do Maranhão","10953","0","0","10953","-45.123","-1.856"
"MA","2111805","Sítio Novo","17760","0","0","17760","-46.699","-5.878"
"MA","2111904","Sucupira do Norte","10425","0","0","10425","-44.192","-6.477"
"MA","2111953","Sucupira do Riachão","5556","0","0","5556","-43.546","-6.411"
"MA","2112001","Tasso Fragoso","8382","0","0","8382","-45.743","-8.475"
"MA","2112100","Timbiras","28575","0","0","28575","-43.941","-4.255"
"MA","2112209","Timon","166293","2","0","166295","-42.837","-5.094"
"MA","2112233","Trizidela do Vale","21028","0","0","21028","-44.628","-4.538"
"MA","2112274","Tufilândia","5731","0","0","5731","-45.554","-3.729"
"MA","2112308","Tuntum","41102","0","0","41102","-44.649","-5.258"
"MA","2112407","Turiaçu","34949","0","0","34949","-45.372","-1.663"
"MA","2112456","Turilândia","25232","0","0","25232","-45.343","-2.201"
"MA","2112506","Tutóia","57955","0","0","57955","-42.274","-2.762"
"MA","2112605","Urbano Santos","32628","1","0","32629","-43.404","-3.208"
"MA","2112704","Vargem Grande","55710","0","0","55710","-43.916","-3.543"
"MA","2112803","Viana","51502","1","0","51503","-45.004","-3.22"
"MA","2112852","Vila Nova dos Martírios","13227","0","0","13227","-48.136","-5.188"
"MA","2112902","Vitória do Mearim","32160","1","0","32161","-44.871","-3.462"
"MA","2113009","Vitorino Freire","30897","0","0","30897","-45.251","-4.282"
"MA","2114007","Zé Doca","50805","1","0","50806","-45.824","-3.243"
"MG","3100104","Abadia dos Dourados","7037","0","0","7037","-47.403","-18.486"
"MG","3100203","Abaeté","23573","1","0","23574","-45.446","-19.16"
"MG","3100302","Abre Campo","13726","0","0","13726","-42.478","-20.301"
"MG","3100401","Acaiaca","4061","0","0","4061","-43.145","-20.363"
"MG","3100500","Açucena","10066","0","0","10066","-42.546","-19.073"
"MG","3100609","Água Boa","14524","0","0","14524","-42.389","-17.996"
"MG","3100708","Água Comprida","2061","0","0","2061","-48.109","-20.056"
"MG","3100807","Aguanil","4406","0","0","4406","-45.393","-20.943"
"MG","3100906","Águas Formosas","19363","0","0","19363","-40.936","-17.082"
"MG","3101003","Águas Vermelhas","13513","0","0","13513","-41.46","-15.747"
"MG","3101102","Aimorés","25703","0","0","25703","-41.064","-19.496"
"MG","3101201","Aiuruoca","6224","0","0","6224","-44.603","-21.976"
"MG","3101300","Alagoa","2756","0","0","2756","-44.642","-22.171"
"MG","3101409","Albertina","3040","0","0","3040","-46.616","-22.201"
"MG","3101508","Além Paraíba","35795","0","0","35795","-42.704","-21.888"
"MG","3101607","Alfenas","79221","1","0","79222","-45.947","-21.429"
"MG","3101631","Alfredo Vasconcelos","6709","0","0","6709","-43.777","-21.145"
"MG","3101706","Almenara","41552","0","0","41552","-40.694","-16.184"
"MG","3101805","Alpercata","7496","1","0","7497","-41.97","-18.974"
"MG","3101904","Alpinópolis","19741","0","0","19741","-46.388","-20.864"
"MG","3102001","Alterosa","14494","0","0","14494","-46.143","-21.249"
"MG","3102050","Alto Caparaó","5748","0","0","5748","-41.868","-20.434"
"MG","3102100","Alto Rio Doce","11792","0","0","11792","-43.411","-21.026"
"MG","3102209","Alvarenga","4245","0","0","4245","-41.729","-19.417"
"MG","3102308","Alvinópolis","15609","0","0","15609","-43.049","-20.107"
"MG","3102407","Alvorada de Minas","3669","0","0","3669","-43.365","-18.736"
"MG","3102506","Amparo do Serra","4947","0","0","4947","-42.803","-20.507"
"MG","3102605","Andradas","40407","0","0","40407","-46.569","-22.068"
"MG","3102704","Cachoeira de Pajeú","9445","0","0","9445","-41.498","-15.966"
"MG","3102803","Andrelândia","12507","0","0","12507","-44.309","-21.74"
"MG","3102852","Angelândia","8502","0","0","8502","-42.265","-17.73"
"MG","3102902","Antônio Carlos","11584","0","0","11584","-43.747","-21.318"
"MG","3103009","Antônio Dias","9660","0","0","9660","-42.872","-19.653"
"MG","3103108","Antônio Prado de Minas","1670","0","0","1670","-42.109","-21.016"
"MG","3103207","Araçaí","2361","0","0","2361","-44.248","-19.199"
"MG","3103306","Aracitaba","2112","0","0","2112","-43.378","-21.343"
"MG","3103405","Araçuaí","37317","0","0","37317","-42.07","-16.85"
"MG","3103504","Araguari","116864","7","0","116871","-48.187","-18.649"
"MG","3103603","Arantina","2877","0","0","2877","-44.256","-21.911"
"MG","3103702","Araponga","8523","0","0","8523","-42.521","-20.667"
"MG","3103751","Araporã","6717","0","0","6717","-49.187","-18.437"
"MG","3103801","Arapuá","2879","0","0","2879","-46.156","-19.034"
"MG","3103900","Araújos","8885","0","0","8885","-45.166","-19.948"
"MG","3104007","Araxá","103286","1","0","103287","-46.941","-19.593"
"MG","3104106","Arceburgo","10478","0","0","10478","-46.94","-21.364"
"MG","3104205","Arcos","39533","4","0","39537","-45.539","-20.282"
